acc_x,acc_y,acc_z
-0.15,0.381,-0.149
-0.151,0.37,-0.139
-0.119,0.2,-0.122
-0.094,0.063,-0.109
-0.074,-0.046,-0.098
-0.058,-0.133,-0.09
-0.045,-0.202,-0.083
-0.035,-0.258,-0.078
-0.027,-0.303,-0.073
-0.02,-0.338,-0.07
-0.015,-0.367,-0.067
-0.011,-0.39,-0.065
-0.035,-0.462,-0.153
-0.054,-0.519,-0.223
-0.069,-0.565,-0.279
-0.081,-0.602,-0.324
-0.091,-0.631,-0.36
-0.099,-0.655,-0.389
-0.105,-0.674,-0.412
-0.11,-0.689,-0.43
-0.114,-0.701,-0.445
-0.117,-0.71,-0.456
-0.141,-0.756,-0.47
-0.159,-0.792,-0.48
-0.174,-0.821,-0.489
-0.186,-0.845,-0.496
-0.196,-0.863,-0.501
-0.203,-0.878,-0.506
-0.21,-0.89,-0.509
-0.214,-0.9,-0.512
-0.218,-0.907,-0.514
-0.221,-0.914,-0.516
-0.236,-0.899,-0.526
-0.247,-0.887,-0.534
-0.256,-0.877,-0.541
-0.264,-0.869,-0.546
-0.27,-0.863,-0.55
-0.274,-0.858,-0.554
-0.278,-0.854,-0.557
-0.281,-0.851,-0.559
-0.283,-0.849,-0.56
-0.285,-0.847,-0.562
-0.248,-0.85,-0.494
-0.218,-0.853,-0.44
-0.194,-0.855,-0.397
-0.174,-0.857,-0.362
-0.159,-0.858,-0.334
-0.147,-0.859,-0.312
-0.137,-0.86,-0.294
-0.129,-0.861,-0.28
-0.123,-0.861,-0.269
-0.118,-0.862,-0.26
-0.101,-0.747,-0.205
-0.087,-0.655,-0.161
-0.077,-0.581,-0.126
-0.068,-0.522,-0.097
-0.061,-0.475,-0.075
-0.056,-0.437,-0.057
-0.051,-0.407,-0.042
-0.048,-0.383,-0.031
-0.045,-0.364,-0.022
-0.043,-0.348,-0.014
-0.012,-0.18,-0.083
0.013,-0.045,-0.137
0.033,0.063,-0.181
0.049,0.149,-0.216
0.061,0.219,-0.244
0.071,0.274,-0.266
0.08,0.318,-0.284
0.086,0.353,-0.298
0.091,0.382,-0.31
0.095,0.404,-0.319
0.079,0.473,-0.315
0.067,0.528,-0.311
0.056,0.573,-0.309
0.048,0.608,-0.306
0.042,0.636,-0.305
0.036,0.659,-0.303
0.032,0.677,-0.302
0.029,0.691,-0.301
0.026,0.703,-0.301
0.024,0.712,-0.3
0.037,0.695,-0.325
0.047,0.681,-0.344
0.055,0.67,-0.36
0.062,0.662,-0.373
0.067,0.655,-0.383
0.071,0.649,-0.391
0.074,0.645,-0.398
0.077,0.641,-0.403
0.079,0.638,-0.407
0.081,0.636,-0.41
0.094,0.527,-0.293
0.105,0.44,-0.199
0.113,0.37,-0.124
0.12,0.314,-0.064
0.125,0.27,-0.016
0.13,0.234,0.023
0.133,0.206,0.054
0.136,0.183,0.078
0.138,0.164,0.098
0.14,0.15,0.114
0.108,0.084,0.075
0.083,0.032,0.044
0.063,-0.011,0.019
0.047,-0.044,-0.0
0.034,-0.071,-0.016
0.023,-0.093,-0.029
0.015,-0.11,-0.039
0.008,-0.124,-0.047
0.003,-0.135,-0.053
-0.001,-0.143,-0.059
-0.06,-0.147,-0.078
-0.107,-0.15,-0.094
-0.145,-0.152,-0.106
-0.176,-0.154,-0.116
-0.2,-0.156,-0.124
-0.219,-0.157,-0.131
-0.235,-0.158,-0.136
-0.247,-0.158,-0.14
-0.257,-0.159,-0.143
-0.265,-0.159,-0.146
-0.289,-0.163,-0.105
-0.308,-0.166,-0.072
-0.324,-0.168,-0.046
-0.336,-0.17,-0.025
-0.346,-0.172,-0.008
-0.354,-0.173,0.006
-0.36,-0.174,0.017
-0.366,-0.174,0.025
-0.37,-0.175,0.032
-0.373,-0.176,0.038
-0.364,-0.181,0.032
-0.358,-0.185,0.028
-0.352,-0.188,0.025
-0.348,-0.191,0.022
-0.345,-0.193,0.02
-0.342,-0.194,0.018
-0.34,-0.196,0.017
-0.338,-0.197,0.016
-0.337,-0.198,0.015
-0.335,-0.198,0.014
-0.211,-0.18,0.007
-0.111,-0.166,0.001
-0.032,-0.154,-0.003
0.032,-0.145,-0.007
0.083,-0.137,-0.01
0.124,-0.131,-0.012
0.156,-0.126,-0.014
0.183,-0.123,-0.016
0.203,-0.119,-0.017
0.22,-0.117,-0.018
0.232,-0.125,-0.012
0.241,-0.131,-0.007
0.249,-0.136,-0.002
0.255,-0.14,0.001
0.26,-0.143,0.003
0.263,-0.146,0.006
0.266,-0.148,0.007
0.269,-0.149,0.009
0.271,-0.151,0.01
0.272,-0.152,0.011
0.228,-0.129,0.003
0.192,-0.111,-0.004
0.163,-0.096,-0.009
0.14,-0.085,-0.012
0.121,-0.075,-0.016
0.107,-0.068,-0.018
0.095,-0.062,-0.02
0.085,-0.057,-0.022
0.078,-0.053,-0.023
0.072,-0.05,-0.024
0.072,-0.041,-0.003
0.073,-0.034,0.015
0.073,-0.028,0.028
0.073,-0.024,0.04
0.073,-0.02,0.048
0.073,-0.017,0.055
0.073,-0.015,0.061
0.074,-0.013,0.066
0.074,-0.012,0.069
0.074,-0.01,0.072
0.069,-0.052,0.087
0.065,-0.085,0.099
0.062,-0.111,0.109
0.06,-0.132,0.117
0.058,-0.149,0.123
0.056,-0.162,0.128
0.055,-0.173,0.132
0.054,-0.182,0.135
0.053,-0.189,0.137
0.053,-0.194,0.139
0.044,-0.179,0.094
0.037,-0.167,0.059
0.031,-0.157,0.03
0.027,-0.15,0.007
0.023,-0.143,-0.011
0.021,-0.138,-0.026
0.018,-0.135,-0.038
0.016,-0.131,-0.047
0.015,-0.129,-0.055
0.014,-0.127,-0.061
0.033,-0.153,0.037
0.048,-0.174,0.116
0.06,-0.191,0.178
0.07,-0.205,0.228
0.078,-0.215,0.269
0.084,-0.224,0.301
0.089,-0.231,0.326
0.093,-0.236,0.347
0.096,-0.241,0.363
0.099,-0.244,0.376
0.074,-0.303,0.511
0.055,-0.35,0.619
0.039,-0.387,0.705
0.027,-0.417,0.774
0.017,-0.441,0.829
0.009,-0.46,0.873
0.002,-0.476,0.908
-0.003,-0.488,0.936
-0.007,-0.498,0.959
-0.01,-0.505,0.977
-0.026,-0.452,0.662
-0.039,-0.409,0.409
-0.049,-0.375,0.208
-0.057,-0.347,0.046
-0.064,-0.326,-0.083
-0.069,-0.308,-0.186
-0.073,-0.294,-0.269
-0.077,-0.283,-0.335
-0.079,-0.274,-0.388
-0.081,-0.267,-0.43
-0.062,-0.19,-0.733
-0.047,-0.13,-0.976
-0.035,-0.081,-1.169
-0.025,-0.042,-1.325
-0.018,-0.011,-1.449
-0.011,0.014,-1.548
-0.007,0.034,-1.627
-0.003,0.05,-1.691
0.001,0.063,-1.742
0.003,0.073,-1.782
-0.05,0.031,-1.409
-0.093,-0.003,-1.111
-0.127,-0.03,-0.872
-0.155,-0.052,-0.681
-0.177,-0.069,-0.528
-0.194,-0.083,-0.406
-0.208,-0.094,-0.308
-0.22,-0.103,-0.23
-0.229,-0.11,-0.167
-0.236,-0.116,-0.117
-0.181,-0.095,-0.024
-0.138,-0.078,0.05
-0.103,-0.065,0.11
-0.075,-0.054,0.157
-0.053,-0.046,0.195
-0.035,-0.039,0.226
-0.02,-0.034,0.25
-0.009,-0.029,0.27
0.0,-0.026,0.285
0.008,-0.023,0.298
0.012,-0.048,0.278
0.016,-0.069,0.263
0.019,-0.085,0.25
0.022,-0.098,0.24
0.024,-0.109,0.232
0.025,-0.117,0.225
0.027,-0.124,0.22
0.028,-0.129,0.216
0.028,-0.134,0.213
0.029,-0.137,0.21
0.024,-0.154,0.17
0.02,-0.167,0.139
0.016,-0.177,0.113
0.014,-0.186,0.093
0.011,-0.193,0.076
0.01,-0.198,0.063
0.008,-0.203,0.053
0.007,-0.206,0.044
0.006,-0.209,0.038
0.006,-0.211,0.032
0.001,-0.176,-0.021
-0.003,-0.147,-0.063
-0.006,-0.125,-0.097
-0.008,-0.107,-0.124
-0.01,-0.092,-0.146
-0.011,-0.081,-0.163
-0.013,-0.071,-0.177
-0.014,-0.064,-0.188
-0.014,-0.058,-0.197
-0.015,-0.053,-0.204
-0.011,-0.124,-0.229
-0.008,-0.181,-0.249
-0.006,-0.226,-0.264
-0.004,-0.262,-0.277
-0.002,-0.291,-0.287
-0.001,-0.315,-0.296
0.0,-0.333,-0.302
0.001,-0.348,-0.307
0.002,-0.36,-0.311
0.002,-0.369,-0.315
-0.009,-0.297,-0.297
-0.017,-0.24,-0.283
-0.024,-0.194,-0.272
-0.03,-0.157,-0.263
-0.034,-0.127,-0.256
-0.038,-0.104,-0.25
-0.04,-0.085,-0.245
-0.043,-0.07,-0.241
-0.045,-0.058,-0.239
-0.046,-0.048,-0.236
-0.035,-0.025,-0.242
-0.026,-0.007,-0.247
-0.019,0.007,-0.251
-0.014,0.019,-0.254
-0.009,0.028,-0.256
-0.006,0.036,-0.258
-0.003,0.042,-0.26
-0.001,0.046,-0.261
0.001,0.05,-0.262
0.003,0.053,-0.263
0.007,0.056,-0.214
0.011,0.058,-0.175
0.014,0.06,-0.144
0.016,0.061,-0.119
0.018,0.062,-0.099
0.02,0.063,-0.083
0.021,0.063,-0.07
0.022,0.064,-0.06
0.023,0.064,-0.051
0.024,0.065,-0.045
0.01,0.031,-0.042
-0.001,0.005,-0.04
-0.01,-0.016,-0.038
-0.018,-0.033,-0.037
-0.023,-0.047,-0.036
-0.028,-0.058,-0.035
-0.031,-0.067,-0.034
-0.034,-0.074,-0.033
-0.037,-0.079,-0.033
-0.039,-0.084,-0.032
-0.03,-0.079,-0.027
-0.023,-0.074,-0.022
-0.018,-0.071,-0.019
-0.013,-0.068,-0.016
-0.01,-0.066,-0.013
-0.007,-0.064,-0.012
-0.005,-0.063,-0.01
-0.003,-0.062,-0.009
-0.001,-0.061,-0.008
-0.0,-0.06,-0.007
0.002,-0.06,-0.006
0.003,-0.059,-0.005
0.004,-0.059,-0.004
0.005,-0.058,-0.003
0.006,-0.058,-0.002
0.007,-0.058,-0.002
0.007,-0.058,-0.001
0.007,-0.058,-0.001
0.008,-0.057,-0.001
0.008,-0.057,-0.001
0.008,-0.058,-0.001
0.007,-0.059,-0.002
0.007,-0.059,-0.002
0.007,-0.06,-0.002
0.007,-0.06,-0.002
0.007,-0.06,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.006,-0.061,-0.003
0.008,-0.061,-0.002
0.01,-0.061,-0.001
0.012,-0.061,0.0
0.013,-0.061,0.001
0.014,-0.061,0.001
0.014,-0.061,0.002
0.015,-0.061,0.002
0.015,-0.061,0.002
0.016,-0.061,0.003
0.016,-0.061,0.003
0.014,-0.061,0.004
0.013,-0.06,0.005
0.012,-0.06,0.006
0.011,-0.06,0.007
0.01,-0.06,0.007
0.01,-0.06,0.007
0.009,-0.06,0.008
0.009,-0.06,0.008
0.009,-0.06,0.008
0.009,-0.06,0.008
0.008,-0.06,0.008
0.008,-0.06,0.007
0.008,-0.06,0.007
0.007,-0.06,0.006
0.007,-0.059,0.006
0.007,-0.059,0.006
0.007,-0.059,0.005
0.007,-0.059,0.005
0.007,-0.059,0.005
0.007,-0.059,0.005
0.006,-0.058,0.005
0.005,-0.057,0.004
0.005,-0.057,0.004
0.004,-0.056,0.004
0.004,-0.056,0.004
0.004,-0.055,0.004
0.004,-0.055,0.003
0.004,-0.055,0.003
0.003,-0.054,0.003
0.003,-0.054,0.003
0.004,-0.057,0.003
0.004,-0.059,0.003
0.005,-0.06,0.003
0.005,-0.061,0.003
0.005,-0.062,0.003
0.006,-0.063,0.003
0.006,-0.064,0.003
0.006,-0.064,0.003
0.006,-0.065,0.003
0.006,-0.065,0.003
0.007,-0.064,0.003
0.007,-0.063,0.003
0.008,-0.062,0.003
0.008,-0.061,0.003
0.009,-0.061,0.003
0.009,-0.06,0.003
0.009,-0.06,0.003
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.009,-0.06,0.002
0.008,-0.06,0.001
0.008,-0.06,0.001
0.008,-0.061,0.001
0.008,-0.061,0.0
0.008,-0.061,0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.061,-0.0
0.008,-0.06,-0.0
0.008,-0.059,-0.0
0.008,-0.059,-0.0
0.007,-0.058,-0.0
0.007,-0.058,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.057,-0.0
0.007,-0.058,-0.0
0.008,-0.059,-0.0
0.008,-0.059,-0.0
0.008,-0.06,-0.0
0.009,-0.06,-0.0
0.009,-0.06,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.009,-0.061,-0.0
0.008,-0.06,0.0
0.007,-0.059,0.001
0.006,-0.059,0.001
0.006,-0.058,0.001
0.005,-0.058,0.001
0.005,-0.058,0.001
0.004,-0.057,0.002
0.004,-0.057,0.002
0.004,-0.057,0.002
0.004,-0.057,0.002
0.005,-0.057,0.002
0.005,-0.057,0.002
0.006,-0.057,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.007,-0.058,0.001
0.008,-0.058,0.001
0.008,-0.058,0.001
0.008,-0.058,0.001
0.006,-0.058,0.001
0.005,-0.058,0.002
0.004,-0.059,0.002
0.003,-0.059,0.002
0.002,-0.059,0.002
0.002,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.003
0.0,-0.059,0.003
0.002,-0.059,0.003
0.003,-0.059,0.003
0.003,-0.059,0.003
0.004,-0.059,0.003
0.005,-0.059,0.003
0.005,-0.059,0.003
0.005,-0.059,0.003
0.006,-0.059,0.003
0.006,-0.059,0.003
0.006,-0.059,0.003
0.007,-0.06,0.004
0.007,-0.061,0.004
0.008,-0.062,0.004
0.008,-0.062,0.004
0.008,-0.063,0.004
0.009,-0.063,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.009,-0.064,0.004
0.008,-0.064,0.004
0.008,-0.063,0.003
0.007,-0.063,0.003
0.007,-0.063,0.003
0.007,-0.063,0.003
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.063,0.002
0.006,-0.062,0.002
0.005,-0.062,0.002
0.005,-0.062,0.002
0.005,-0.062,0.002
0.004,-0.061,0.002
0.004,-0.061,0.003
0.004,-0.061,0.003
0.004,-0.061,0.003
0.004,-0.061,0.003
0.003,-0.061,0.003
0.003,-0.061,0.003
0.004,-0.061,0.002
0.004,-0.062,0.002
0.004,-0.062,0.002
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.062,0.001
0.005,-0.063,0.001
0.005,-0.063,0.001
0.005,-0.062,0.001
0.004,-0.061,0.001
0.004,-0.061,0.002
0.004,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.06,0.002
0.003,-0.059,0.002
0.003,-0.059,0.002
0.003,-0.059,0.003
0.003,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.001
0.005,-0.06,0.001
0.005,-0.06,0.001
0.005,-0.061,0.001
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.061,0.0
0.005,-0.06,0.002
0.005,-0.06,0.003
0.006,-0.06,0.004
0.006,-0.059,0.005
0.006,-0.059,0.005
0.006,-0.059,0.006
0.006,-0.059,0.006
0.006,-0.059,0.006
0.006,-0.058,0.007
0.006,-0.058,0.007
0.005,-0.059,0.005
0.005,-0.059,0.004
0.004,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.001
0.004,-0.06,0.0
0.004,-0.061,-0.0
0.004,-0.061,-0.001
0.003,-0.061,-0.001
0.003,-0.061,-0.001
0.003,-0.061,-0.0
0.003,-0.061,0.0
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.061,0.002
0.003,-0.06,0.001
0.003,-0.06,0.001
0.003,-0.059,0.001
0.004,-0.059,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.001
0.004,-0.058,0.0
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.003,-0.057,0.001
0.002,-0.057,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.056,0.001
0.002,-0.059,0.001
0.002,-0.06,0.001
0.002,-0.062,0.001
0.002,-0.063,0.001
0.002,-0.064,0.001
0.002,-0.065,0.0
0.002,-0.065,0.0
0.002,-0.066,0.0
0.002,-0.066,0.0
0.002,-0.066,0.0
0.001,-0.066,0.001
0.001,-0.065,0.002
0.0,-0.065,0.002
-0.0,-0.065,0.003
-0.001,-0.065,0.003
-0.001,-0.065,0.003
-0.001,-0.064,0.003
-0.001,-0.064,0.003
-0.001,-0.064,0.003
-0.002,-0.064,0.004
-0.0,-0.064,0.003
0.001,-0.063,0.003
0.001,-0.063,0.003
0.002,-0.062,0.002
0.002,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.062,0.002
0.003,-0.061,0.002
0.004,-0.061,0.002
0.004,-0.061,0.002
0.004,-0.06,0.003
0.003,-0.059,0.003
0.003,-0.059,0.004
0.003,-0.058,0.004
0.003,-0.058,0.004
0.003,-0.058,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.003,-0.057,0.005
0.004,-0.058,0.004
0.004,-0.06,0.003
0.005,-0.061,0.003
0.005,-0.061,0.002
0.005,-0.062,0.002
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.063,0.001
0.006,-0.064,0.0
0.005,-0.063,0.0
0.004,-0.063,0.001
0.003,-0.062,0.001
0.003,-0.062,0.001
0.002,-0.062,0.001
0.002,-0.061,0.001
0.002,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.001
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.001,-0.061,0.002
0.0,-0.061,0.002
0.0,-0.061,0.003
-0.001,-0.061,0.003
-0.001,-0.061,0.004
-0.002,-0.061,0.004
-0.003,-0.061,0.005
-0.003,-0.061,0.005
-0.003,-0.061,0.005
-0.004,-0.061,0.005
-0.004,-0.061,0.006
-0.004,-0.061,0.006
-0.004,-0.061,0.006
-0.003,-0.06,0.006
-0.002,-0.059,0.006
-0.001,-0.059,0.006
-0.0,-0.058,0.006
0.0,-0.058,0.006
0.001,-0.058,0.006
0.001,-0.058,0.006
0.001,-0.057,0.006
0.002,-0.057,0.006
0.002,-0.057,0.006
0.001,-0.057,0.005
0.001,-0.058,0.004
0.001,-0.058,0.004
0.001,-0.058,0.003
0.0,-0.058,0.003
0.0,-0.058,0.003
0.0,-0.058,0.002
0.0,-0.058,0.002
-0.0,-0.058,0.002
-0.0,-0.058,0.002
0.0,-0.058,0.002
0.0,-0.058,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.0,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.001,-0.059,0.002
0.002,-0.059,0.002
0.002,-0.06,0.002
0.003,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.06,0.002
0.004,-0.061,0.001
0.004,-0.061,0.001
0.005,-0.061,0.001
0.005,-0.061,0.001
0.005,-0.061,0.001
